CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x230baca0 	CSBAttack::MovementFrame                                                                                                                                                                                                                                            	       	4          	0    	0            	0                 	0             	0               	
0x230baa60 	CSBAttack::ActionFrame                                                                                                                                                                                                                                              	       	4          	0    	0            	0                 	0             	0               	
0x23024970 	IUnitEntity::IsDisarmed                                                                                                                                                                                                                                             	       	4          	0.75 	0.10         	0                 	0             	0               	
0x230202f0 	std::vector<CCombatActionScript,std::allocator<CCombatActionScript> >::_Insert_n                                                                                                                                                                                    	       	4          	0    	0            	0                 	0             	0               	
0x2301f030 	std::_Tree<std::_Tmap_traits<unsigned int,SModifierEntry,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,SModifierEntry> >,0> >::_Erase                                                                                                        	       	4          	0.75 	0            	0                 	0             	0               	
0x2300e630 	IUnitEntity::GetAttackTargetScheme                                                                                                                                                                                                                                  	       	4          	0.75 	0            	0                 	0             	0.03            	
0x2300dc10 	IUnitEntity::GetRevealType                                                                                                                                                                                                                                          	       	4          	0.50 	0            	0                 	0             	0.05            	
0x2300c3a0 	IUnitEntity::GetFlying                                                                                                                                                                                                                                              	       	4          	1    	0            	0                 	0             	0.03            	
0x2300c130 	IUnitEntity::GetAdjustedAttackActionTime                                                                                                                                                                                                                            	       	4          	1    	0            	0                 	0             	0               	
0x230f07c0 	CASAttacking::ContinueStateAction                                                                                                                                                                                                                                   	       	3          	0.67 	0            	0                 	0             	0               	
0x230e3060 	CTableCombatTypes::GetAttackPriority                                                                                                                                                                                                                                	       	3          	0    	0            	0                 	0             	0               	
0x230d85f0 	CReplayManager::EndFrame                                                                                                                                                                                                                                            	       	3          	0    	0            	0                 	0             	0               	
0x230d25e0 	IGameEntity::IGameEntity                                                                                                                                                                                                                                            	       	3          	0    	0            	0                 	0             	0               	
0x230cfd90 	IProjectile::TryImpact                                                                                                                                                                                                                                              	       	3          	0    	0            	0                 	0             	0               	
0x230ce5a0 	IProjectile::ApplyGravity                                                                                                                                                                                                                                           	       	3          	0    	0            	0                 	0             	0               	
0x230c7890 	IUnitEntity::BlockPath                                                                                                                                                                                                                                              	       	3          	0    	0            	0                 	0             	0               	
0x230c2110 	IUnitEntity::Unlink                                                                                                                                                                                                                                                 	       	3          	0.67 	0            	0                 	0             	0               	
0x230b1f20 	CTableImmunityTypes::GetEffectBit                                                                                                                                                                                                                                   	       	3          	0    	0            	0                 	0             	0               	
0x2308b1c0 	CEntityKongorController::ServerFrameThink                                                                                                                                                                                                                           	       	3          	0    	0            	0                 	0             	0               	
0x230201f0 	std::vector<CCombatActionScript,std::allocator<CCombatActionScript> >::push_back                                                                                                                                                                                    	       	3          	0.33 	0            	0                 	0             	0               	
0x2301cea0 	IProjectile::GetPathing                                                                                                                                                                                                                                             	       	3          	0    	0            	0                 	0             	0               	
0x23019d00 	IUnitDefinition::GetPreGlobalScale                                                                                                                                                                                                                                  	       	3          	0.33 	0.10         	0                 	0             	0               	
0x23019a40 	IUnitDefinition::GetImmunityType                                                                                                                                                                                                                                    	       	3          	0    	0            	0                 	0             	0               	
0x23010870 	IUnitDefinition::GetMoveSpeed                                                                                                                                                                                                                                       	       	3          	1.67 	0            	0                 	0             	0               	
0x230107e0 	IUnitEntity::GetBaseMoveSpeed                                                                                                                                                                                                                                       	       	3          	1    	0            	0                 	0             	0               	
0x2300fd10 	IUnitEntity::GetAttackCooldown                                                                                                                                                                                                                                      	       	3          	0    	0            	0                 	0             	0               	
0x2300fb20 	IUnitDefinition::GetAggroRange                                                                                                                                                                                                                                      	       	3          	0.67 	0            	0                 	0             	0               	
0x2300f520 	IUnitEntity::GetHealthPercent                                                                                                                                                                                                                                       	       	3          	0    	0            	0                 	0             	0               	
0x2300e880 	IUnitDefinition::GetTargetOffset                                                                                                                                                                                                                                    	       	3          	0.33 	0.10         	0                 	0             	0               	
0x2300dd80 	IUnitEntity::GetCombatType                                                                                                                                                                                                                                          	       	3          	1    	0            	0                 	0             	0               	
0x2300d730 	IUnitDefinition::GetSightRangeDay                                                                                                                                                                                                                                   	       	3          	0    	0            	0                 	0             	0               	
0x2300c0d0 	IUnitEntity::GetAdjustedAttackDuration                                                                                                                                                                                                                              	       	3          	0    	0            	0                 	0             	0               	
0x230087c0 	std::_Tree<std::_Tmap_traits<int,CPlayer *,std::less<int>,std::allocator<std::pair<int const ,CPlayer *> >,0> >::find                                                                                                                                               	       	3          	0.33 	0            	0                 	0             	0               	
0x230ea050 	ICreepEntity::GetThreatLevel                                                                                                                                                                                                                                        	       	2          	0.50 	0            	0                 	0             	0               	
0x230e83b0 	CBrain::AddCommand                                                                                                                                                                                                                                                  	       	2          	0    	0            	0                 	0             	0               	
0x230e7bc0 	CASMoving::EndState                                                                                                                                                                                                                                                 	       	2          	0    	0            	0                 	0             	0               	
0x230e6c20 	CSBMove::Update                                                                                                                                                                                                                                                     	       	2          	0    	0            	0                 	0             	0               	
0x230e29f0 	CEventDirectory::Clear                                                                                                                                                                                                                                              	       	2          	0    	0            	0                 	0             	0               	
0x230d0440 	IProjectile::ServerFrameMovement                                                                                                                                                                                                                                    	       	2          	0    	0            	0                 	0             	0               	
0x230d0140 	IProjectile::EvaluateTrajectory                                                                                                                                                                                                                                     	       	2          	0    	0            	0                 	0             	0               	
0x230cc5b0 	IUnitEntity::Attack                                                                                                                                                                                                                                                 	       	2          	0    	0            	0                 	0             	0               	
0x230c1df0 	IUnitEntity::IsEnemy                                                                                                                                                                                                                                                	       	2          	0.50 	0            	0                 	0             	0               	
0x230c18d0 	IUnitEntity::GetThreatLevel                                                                                                                                                                                                                                         	       	2          	1.50 	0            	0                 	0             	0               	
0x230c12a0 	IUnitEntity::GetDeflection                                                                                                                                                                                                                                          	       	2          	1    	0            	0                 	0             	0               	
0x230c0c50 	IUnitEntity::TestSlide                                                                                                                                                                                                                                              	       	2          	0    	0            	0                 	0             	0               	
0x230af950 	CGameEvent::CGameEvent                                                                                                                                                                                                                                              	       	2          	0    	0            	0                 	0             	0               	
0x23093940 	IEntityDefinition::ExecuteActionScript                                                                                                                                                                                                                              	       	2          	0    	0            	0                 	0             	0               	
0x23091fb0 	CGameInfo::GetSnapshot                                                                                                                                                                                                                                              	       	2          	0    	0            	0                 	0             	0               	
0x2308b450 	CTeamInfo::ServerFrameMovement                                                                                                                                                                                                                                      	       	2          	0.50 	0            	0                 	0             	0               	
0x2303a4d0 	std::deque<CGameEvent,std::allocator<CGameEvent> >::_Tidy                                                                                                                                                                                                           	       	2          	0    	0            	0                 	0             	0               	
0x2303a360 	std::deque<CGameEvent,std::allocator<CGameEvent> >::_Growmap                                                                                                                                                                                                        	       	2          	0    	0            	0                 	0             	0               	
0x2301ccf0 	IProjectile::GetSpeed                                                                                                                                                                                                                                               	       	2          	0    	0            	0                 	0             	0               	
0x23019b30 	IUnitDefinition::GetCanRotate                                                                                                                                                                                                                                       	       	2          	0    	0            	0                 	0             	0               	
0x23019ad0 	IUnitEntity::GetCanRotate                                                                                                                                                                                                                                           	       	2          	0    	0            	0                 	0             	0               	
0x230115a0 	IUnitEntity::GetIdleAnim                                                                                                                                                                                                                                            	       	2          	0    	0            	0                 	0             	0               	
0x230108c0 	IUnitEntity::GetInitialMoveSpeed                                                                                                                                                                                                                                    	       	2          	1    	0            	0                 	0             	0               	
0x2300feb0 	IUnitEntity::GetAttackProjectile                                                                                                                                                                                                                                    	       	2          	0    	0            	0                 	0             	0               	
0x2300fbf0 	IUnitDefinition::GetAttackActionTime                                                                                                                                                                                                                                	       	2          	0.50 	0.10         	0                 	0             	0               	
0x2300fb70 	IUnitEntity::GetAttackActionTime                                                                                                                                                                                                                                    	       	2          	0    	0            	0                 	0             	0               	
0x2300fa90 	IUnitEntity::GetAggroRange                                                                                                                                                                                                                                          	       	2          	0    	0            	0                 	0             	0               	
0x2300d6a0 	IUnitEntity::GetSightRangeDay                                                                                                                                                                                                                                       	       	2          	0.50 	0            	0                 	0             	0               	
0x23110580 	CDamageEvent::ApplyDamage                                                                                                                                                                                                                                           	       	1          	0    	0            	0                 	0             	0               	
0x230f1740 	ITriggerEntity::ServerFrameMovement                                                                                                                                                                                                                                 	       	1          	1    	0            	0                 	0             	0               	
0x230ef870 	CCombatEvent::PreImpact                                                                                                                                                                                                                                             	       	1          	1    	0            	0                 	0             	0               	
0x230ef110 	CCombatEvent::PostImpact                                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x230e9e60 	ICritterEntity::ServerFrameThink                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x230e9370 	INeutralEntity::GetSnapshot                                                                                                                                                                                                                                         	       	1          	0    	0            	0                 	0             	0               	
0x230e82a0 	CBrain::Killed                                                                                                                                                                                                                                                      	       	1          	0    	0            	0                 	0             	0               	
0x230e66d0 	IBehavior::FindPathToUpdatedGoal                                                                                                                                                                                                                                    	       	1          	1    	0            	0                 	0             	0               	
0x230e3180 	CTableCombatTypes::GetAttackModification                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x230e2d30 	CEventDirectory::AddEvent                                                                                                                                                                                                                                           	       	1          	0    	0            	0                 	0             	0               	
0x230d8130 	CReplayManager::IsPlaying                                                                                                                                                                                                                                           	       	1          	0    	0            	0                 	0             	0               	
0x230d2d40 	IBuildingEntity::GetSnapshot                                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x230cec30 	IProjectile::GetSnapshot                                                                                                                                                                                                                                            	       	1          	1    	0            	0                 	0             	0               	
0x230ce310 	IProjectile::ServerFrameSetup                                                                                                                                                                                                                                       	       	1          	1    	0            	0                 	0             	0               	
0x230ccc70 	IUnitEntity::Die                                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x230caef0 	IUnitEntity::RemoveState                                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x230c5a00 	IUnitEntity::GetAttackImpactActions                                                                                                                                                                                                                                 	       	1          	1    	0            	0                 	0             	0.10            	
0x230bf5a0 	IVisualEntity::IVisualEntity                                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x230be700 	IVisualEntity::StartRandomAnimation                                                                                                                                                                                                                                 	       	1          	1    	0            	0                 	0             	0               	
0x230bb7a0 	CRBGuard::MovementFrame                                                                                                                                                                                                                                             	       	1          	0    	0            	0                 	0             	0               	
0x230b9680 	CSBSentry::Update                                                                                                                                                                                                                                                   	       	1          	4    	0.03         	0                 	0             	0               	
0x230b9470 	CSBSentry::MovementFrame                                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x2308bd90 	CTeamInfo::SpawnCreep                                                                                                                                                                                                                                               	       	1          	0    	0            	0                 	0             	0               	
0x2308a458 	__SEH_prolog4                                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x23089f0c 	operator delete                                                                                                                                                                                                                                                     	       	1          	1    	0            	0                 	0             	0               	
0x23089f06 	operator new                                                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x23086a80 	std::_Allocate<std::pair<unsigned int,int> >                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x2303a210 	std::deque<CGameEvent,std::allocator<CGameEvent> >::push_back                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x23028f30 	ISlaveDefinition::GetMissChancePerCharge                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x230248a0 	std::_Allocate<SUnitCommand *>                                                                                                                                                                                                                                      	       	1          	0    	0            	0                 	0             	0               	
0x2301f6d0 	std::_Sort<std::_Vector_iterator<std::pair<int,int>,std::allocator<std::pair<int,int> > >,int,bool (__cdecl*)(std::pair<int,int> const &,std::pair<int,int> const &)>                                                                                               	       	1          	0    	0            	0                 	0             	0               	
0x2301f610 	Length<float>                                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x2301f0b0 	std::_Uninit_fill_n<std::pair<CVec2<float>,unsigned int> *,unsigned int,std::pair<CVec2<float>,unsigned int>,std::allocator<std::pair<CVec2<float>,unsigned int> > >                                                                                                	       	1          	0    	0            	0                 	0             	0               	
0x2301def0 	std::vector<std::pair<int,int>,std::allocator<std::pair<int,int> > >::push_back                                                                                                                                                                                     	       	1          	1    	0            	0                 	0             	0               	
0x2301cff0 	IProjectile::`scalar deleting destructor'                                                                                                                                                                                                                           	       	1          	0    	0            	0                 	0             	0               	
0x2301cf10 	IProjectile::GetTouchRadius                                                                                                                                                                                                                                         	       	1          	0    	0            	0                 	0             	0               	
0x2301ce60 	IProjectile::GetUseExactLifetime                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x2301cd40 	IProjectile::GetGravity                                                                                                                                                                                                                                             	       	1          	1    	0            	0                 	0             	0               	
0x2301ca60 	CProjectileDefinition::GetSpeed                                                                                                                                                                                                                                     	       	1          	0    	0            	0                 	0             	0               	
0x2301aef0 	CCreepDefinition::GetBonusDamage                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x23019f30 	IUnitEntity::GetModelScale                                                                                                                                                                                                                                          	       	1          	3    	0.03         	0                 	0             	0               	
0x23019c70 	IUnitEntity::GetPreGlobalScale                                                                                                                                                                                                                                      	       	1          	1    	0            	0                 	0             	0               	
0x23017cd0 	stdext::unchecked_copy<std::_Vector_iterator<IUnitEntity *,std::allocator<IUnitEntity *> >,IUnitEntity * *>                                                                                                                                                         	       	1          	1    	0            	0                 	0             	0               	
0x23014a20 	std::_Tree<std::_Tmap_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,CDynamicEntityAllocator,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::cha 	       	1          	0    	0            	0                 	0             	0               	
0x23013000 	IVisualEntity::~IVisualEntity                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x23012840 	CAxis::Set                                                                                                                                                                                                                                                          	       	1          	1    	0            	0                 	0             	0               	
0x230127d0 	CAxis::CAxis                                                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x230125f0 	LERP<CVec3<float> >                                                                                                                                                                                                                                                 	       	1          	1    	0            	0                 	0             	0               	
0x23011920 	std::vector<CVec3<float>,std::allocator<CVec3<float> > >::size                                                                                                                                                                                                      	       	1          	0    	0            	0                 	0             	0               	
0x23011800 	IUnitEntity::GetBaseScale                                                                                                                                                                                                                                           	       	1          	1    	0            	0                 	0             	0.10            	
0x23011650 	IVisualEntity::GetApproachPosition                                                                                                                                                                                                                                  	       	1          	1    	0            	0                 	0             	0               	
0x23010ac0 	IUnitEntity::GetBaseArmor                                                                                                                                                                                                                                           	       	1          	1    	0            	0                 	0             	0               	
0x23010200 	IUnitEntity::GetManaBurn                                                                                                                                                                                                                                            	       	1          	1    	0            	0                 	0             	0               	
0x23010070 	IUnitEntity::GetDemolish                                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x23010020 	IUnitEntity::GetIncomingDamageMultiplier                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x2300ff30 	IUnitDefinition::GetAttackProjectile                                                                                                                                                                                                                                	       	1          	0    	0            	0                 	0             	0               	
0x2300fcc0 	IUnitDefinition::GetAttackDuration                                                                                                                                                                                                                                  	       	1          	2    	0            	0                 	0             	0               	
0x2300f900 	IUnitEntity::GetEvasionMelee                                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x2300f480 	IUnitEntity::GetBaseDamage                                                                                                                                                                                                                                          	       	1          	0    	0            	0                 	0             	0               	
0x2300ee00 	IUnitDefinition::GetAttackDamageMinPerCharge                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x2300edb0 	IUnitDefinition::GetAttackDamageMin                                                                                                                                                                                                                                 	       	1          	0    	0            	0                 	0             	0               	
0x2300ec90 	IUnitDefinition::GetAttackDamageMaxPerCharge                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
