CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x2300f980 	IUnitEntity::GetEvasionRanged                                                                                                                                                                                                                                       	       	0          	0    	0            	0                 	0             	0               	
0x2300f880 	IUnitEntity::GetMissChance                                                                                                                                                                                                                                          	       	0          	0    	0            	0                 	0             	0               	
0x2300f810 	IUnitDefinition::GetClearVision                                                                                                                                                                                                                                     	       	0          	0    	0            	0                 	0             	0               	
0x2300f790 	IUnitEntity::GetBaseClearVision                                                                                                                                                                                                                                     	       	0          	0    	0            	0                 	0             	0               	
0x2300eb00 	IUnitDefinition::GetAttackRangeBuffer                                                                                                                                                                                                                               	       	0          	0    	0            	0                 	0             	0               	
0x2300e200 	IUnitDefinition::GetAttackImpactEffect                                                                                                                                                                                                                              	       	0          	0    	0            	0                 	0             	0               	
0x2300d490 	IUnitEntity::GetSightRange                                                                                                                                                                                                                                          	       	0          	0    	0            	0                 	0             	0               	
0x230019d0 	std::_Tree<std::_Tset_traits<int,std::less<int>,std::allocator<int>,0> >::find                                                                                                                                                                                      	       	0          	0    	0            	0                 	0             	0               	

331 functions, 2997 instructions, Total: 22319 samples, 100.00% of samples in the module, 18.51% of total session samples

CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	Thread ID 	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x210162d0 	CGameServer::UpdateVisibility                                                                                                                                                                                                                                       	          	       	441        	0.66 	0.01         	0.00              	0             	0.00            	
0x21022130 	CServerEntityDirectory::GetNewEntIndex                                                                                                                                                                                                                              	          	       	439        	0.13 	0.10         	0.02              	0             	0.02            	
0x2100aef0 	std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::find                                                                                                            	          	       	379        	0.38 	0.02         	0.00              	0             	0.03            	
0x21023890 	CServerEntityDirectory::FrameSetup                                                                                                                                                                                                                                  	          	       	240        	0.12 	0.18         	0.02              	0             	0.04            	
0x21023350 	CServerEntityDirectory::FrameAction                                                                                                                                                                                                                                 	          	       	175        	0.23 	0.07         	0.01              	0             	0.01            	
0x210236d0 	CServerEntityDirectory::FrameThink                                                                                                                                                                                                                                  	          	       	144        	0.38 	0.04         	0.00              	0             	0.02            	
0x21022e30 	CServerEntityDirectory::GetSnapshot                                                                                                                                                                                                                                 	          	       	128        	0.45 	0.07         	0.01              	0             	0.02            	
0x21023190 	CServerEntityDirectory::FrameCleanup                                                                                                                                                                                                                                	          	       	98         	0.37 	0.16         	0.01              	0             	0.03            	
0x21023510 	CServerEntityDirectory::FrameMovement                                                                                                                                                                                                                               	          	       	61         	0.30 	0.17         	0.03              	0             	0.04            	
0x210220f0 	CServerEntityDirectory::GetEntity                                                                                                                                                                                                                                   	          	       	18         	0.56 	0.03         	0                 	0             	0.01            	
0x21023fd9 	_ftol2_pentium4                                                                                                                                                                                                                                                     	          	       	12         	0.50 	0.03         	0                 	0             	0               	
0x21023fd0 	_ftol2_sse                                                                                                                                                                                                                                                          	          	       	6          	0    	0            	0                 	0             	0               	
0x21002140 	CGameServer::GetVision                                                                                                                                                                                                                                              	          	       	6          	0.17 	0            	0                 	0             	0               	
0x210220b0 	CServerEntityDirectory::GetEntityFromUniqueID                                                                                                                                                                                                                       	          	       	5          	0    	0            	0                 	0             	0               	
0x21003f70 	std::_Tree<std::_Tmap_traits<unsigned int,std::map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::less<std::basic_string<char,std::char_traits<char>,std::allocator 	          	       	5          	0    	0            	0                 	0             	0               	
0x21023e50 	SV_SetGamePointer                                                                                                                                                                                                                                                   	          	       	4          	0    	0            	0                 	0             	0               	
0x2100f820 	CGameServer::UnitKilled                                                                                                                                                                                                                                             	          	       	4          	0    	0            	0                 	0             	0               	
0x2100b220 	std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::equal_range                                                                                                     	          	       	3          	0    	0            	0                 	0             	0               	
0x2100ae20 	std::map<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> > >::operator[]                                                                                                                             	          	       	3          	0    	0            	0                 	0             	0               	
0x21001dc0 	CGameServer::GetInstance                                                                                                                                                                                                                                            	          	       	3          	0    	0            	0                 	0             	0               	
0x210087b0 	std::_Tree<std::_Tmap_traits<int,CGameStats *,std::less<int>,std::allocator<std::pair<int const ,CGameStats *> >,0> >::const_iterator::_Inc                                                                                                                         	          	       	2          	0.50 	0            	0                 	0             	0               	
0x21023d50 	SV_GetSnapshot                                                                                                                                                                                                                                                      	          	       	1          	0    	0            	0                 	0             	0               	
0x21022f50 	CServerEntityDirectory::Delete                                                                                                                                                                                                                                      	          	       	1          	0    	0            	0                 	0             	0               	
0x2101e880 	CGameServer::ActiveFrame                                                                                                                                                                                                                                            	          	       	1          	2    	0.05         	0                 	0             	0               	
0x2101a4a0 	CGameServer::GetSnapshot                                                                                                                                                                                                                                            	          	       	1          	0    	0            	0                 	0             	0               	
0x2100af90 	std::list<IUnitEntity *,std::allocator<IUnitEntity *> >::remove                                                                                                                                                                                                     	          	       	1          	0    	0            	0                 	0             	0               	
0x21008b10 	std::_Tree<std::_Tmap_traits<int,CPlayer *,std::less<int>,std::allocator<std::pair<int const ,CPlayer *> >,0> >::erase                                                                                                                                              	          	       	1          	0    	0            	0                 	0             	0               	
0x210067a0 	std::vector<unsigned int,std::allocator<unsigned int> >::_Ucopy<unsigned int *>                                                                                                                                                                                     	          	       	1          	0    	0            	0                 	0             	0               	
0x21005500 	std::_Tree<std::_Tmap_traits<int,CClientConnection *,std::less<int>,std::allocator<std::pair<int const ,CClientConnection *> >,0> >::_Insert                                                                                                                        	          	       	1          	1    	0.10         	0                 	0             	0               	
0x21002e20 	std::_Tree<std::_Tmap_traits<int,CClientConnection *,std::less<int>,std::allocator<std::pair<int const ,CClientConnection *> >,0> >::erase                                                                                                                          	          	       	1          	1    	0            	0                 	0             	0               	
0x21002860 	std::vector<unsigned int,std::allocator<unsigned int> >::operator=                                                                                                                                                                                                  	          	       	1          	0    	0            	0                 	0             	0               	
0x21022070 	CServerEntityDirectory::GetGameIndexFromUniqueID                                                                                                                                                                                                                    	          	       	0          	0    	0            	0                 	0             	0               	
0x21021f20 	CServerEntityDirectory::GetEntityFromName                                                                                                                                                                                                                           	          	       	0          	0    	0            	0                 	0             	0               	
0x2101efd0 	CGameServer::Frame                                                                                                                                                                                                                                                  	          	       	0          	0    	0            	0                 	0             	0               	
0x2100f3d0 	CGameServer::UpdateNavigation                                                                                                                                                                                                                                       	          	       	0          	0    	0            	0                 	0             	0.10            	
0x21007e20 	stdext::unchecked_copy<unsigned int *,unsigned int *>                                                                                                                                                                                                               	          	       	0          	0    	0            	0                 	0             	0               	
0x210029f0 	CRect<int>::operator CRect<unsigned int>                                                                                                                                                                                                                            	          	       	0          	0    	0            	0                 	0             	0               	
0x210020b0 	CGameServer::AccessPath                                                                                                                                                                                                                                             	          	       	0          	0    	0            	0                 	0             	0               	
0x210015f0 	std::_Tree<std::_Tmap_traits<int,CPlayer *,std::less<int>,std::allocator<std::pair<int const ,CPlayer *> >,0> >::find                                                                                                                                               	          	       	0          	0    	0            	0                 	0             	0               	

39 functions, 521 instructions, Total: 5972 samples, 100.00% of samples in the module, 4.95% of total session samples

CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x1520f610 	I_MovingBoundsBoundsIntersect                                                                                                                                                                                                                                       	       	1637       	1.14 	0.00         	0.00              	0             	0.00            	
0x15137ef0 	CWorldTree::IntersectMovingBoundsWithWorld                                                                                                                                                                                                                          	       	1123       	0.70 	0.06         	0.00              	0             	0.01            	
0x151b7e80 	CEntitySnapshot::DiffFrom                                                                                                                                                                                                                                           	       	764        	1.48 	0.00         	0                 	0             	0.01            	
0x1503fcd0 	CTransmitFlags<8>::WriteTransmitFlags2                                                                                                                                                                                                                              	       	549        	1.34 	0.00         	0                 	0             	0.01            	
0x15040140 	IBuffer::CompareBuffer                                                                                                                                                                                                                                              	       	539        	0.78 	0.01         	0                 	0.00          	0.03            	
0x15132e70 	CWorldTreeNode::UpdateBounds                                                                                                                                                                                                                                        	       	390        	0.86 	0.02         	0.00              	0             	0.00            	
0x151b7620 	CEntitySnapshot::WriteBuffer2                                                                                                                                                                                                                                       	       	385        	1.33 	0            	0                 	0             	0.01            	
0x1501c940 	IntersectBounds<float>                                                                                                                                                                                                                                              	       	380        	1.22 	0.02         	0.00              	0             	0.00            	
0x15135e50 	CWorldTree::GetEntitiesInRegion                                                                                                                                                                                                                                     	       	364        	0.64 	0.01         	0                 	0             	0.03            	
0x151b7b50 	CEntitySnapshot::CalcSequence                                                                                                                                                                                                                                       	       	326        	1.12 	0.01         	0.00              	0.00          	0.01            	
0x15146290 	COcclusionMap::GetRegion                                                                                                                                                                                                                                            	       	325        	0.88 	0.01         	0.00              	0             	0.02            	
0x151e3cb0 	CBufferDynamic::Advance                                                                                                                                                                                                                                             	       	317        	1.17 	0            	0                 	0.01          	0               	
0x151b62a0 	CSnapshot::WriteDiff2                                                                                                                                                                                                                                               	       	244        	1.08 	0.00         	0                 	0             	0.00            	
0x151e3a90 	CBufferDynamic::Append                                                                                                                                                                                                                                              	       	223        	0.95 	0.00         	0                 	0             	0.01            	
0x1501acf0 	std::_Tree<std::_Tmap_traits<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,CUICmd *,std::less<std::basic_string<char,std::char_traits<char>,std::allocator<char> > >,std::allocator<std::pair<std::basic_string<char,std::char_traits<char>, 	       	169        	0.29 	0.04         	0.01              	0             	0.07            	
0x151f38f0 	IResourceLibrary::Get                                                                                                                                                                                                                                               	       	140        	1.31 	0.01         	0.00              	0             	0               	
0x151b6ec0 	CEntitySnapshot::SetFieldTypes                                                                                                                                                                                                                                      	       	126        	1.02 	0.01         	0                 	0             	0               	
0x15131720 	CNavGridZ::HalfSize                                                                                                                                                                                                                                                 	       	108        	1.51 	0.01         	0                 	0             	0.01            	
0x151e2d60 	CBufferBit::WriteBits                                                                                                                                                                                                                                               	       	106        	1.22 	0            	0                 	0             	0.01            	
0x151ab7f0 	CHostServer::Frame                                                                                                                                                                                                                                                  	       	81         	0.47 	0.03         	0.01              	0             	0.04            	
0x151a3db0 	CRasterBuffer::CalcVisibiltyOctant5                                                                                                                                                                                                                                 	       	74         	0.84 	0            	0                 	0             	0.01            	
0x151e3610 	CBufferDynamic::Read                                                                                                                                                                                                                                                	       	70         	1.24 	0            	0                 	0.00          	0.01            	
0x151f5890 	CResourceManager::Get                                                                                                                                                                                                                                               	       	67         	0.96 	0            	0.00              	0             	0.00            	
0x151b6f40 	CEntitySnapshot::operator=                                                                                                                                                                                                                                          	       	61         	0.56 	0.01         	0                 	0             	0               	
0x151a40f0 	CRasterBuffer::CalcVisibiltyOctant3                                                                                                                                                                                                                                 	       	61         	0.97 	0            	0                 	0             	0.02            	
0x151e2cd0 	CBufferBit::WriteBit                                                                                                                                                                                                                                                	       	60         	0.85 	0            	0.00              	0             	0.02            	
0x151a3a50 	CRasterBuffer::CalcVisibiltyOctant7                                                                                                                                                                                                                                 	       	60         	1.20 	0            	0                 	0             	0.01            	
0x151a4450 	CRasterBuffer::CalcVisibiltyOctant1                                                                                                                                                                                                                                 	       	56         	1.14 	0            	0                 	0             	0.01            	
0x15334d60 	_aulldiv                                                                                                                                                                                                                                                            	       	55         	0.18 	0            	0                 	0             	0               	
0x151a42a0 	CRasterBuffer::CalcVisibiltyOctant2                                                                                                                                                                                                                                 	       	54         	1.30 	0            	0                 	0             	0.01            	
0x151352a0 	CWorldTree::GetEntitiesInRadius                                                                                                                                                                                                                                     	       	54         	0.69 	0.02         	0.01              	0             	0.02            	
0x151f56e0 	CResourceManager::GetLib                                                                                                                                                                                                                                            	       	53         	1.53 	0.00         	0                 	0             	0               	
0x151a38b0 	CRasterBuffer::CalcVisibiltyOctant8                                                                                                                                                                                                                                 	       	53         	1.30 	0            	0                 	0             	0.01            	
0x151a3c00 	CRasterBuffer::CalcVisibiltyOctant6                                                                                                                                                                                                                                 	       	52         	1.42 	0            	0                 	0             	0.01            	
0x151f5e80 	CResourceManager::GetAnim                                                                                                                                                                                                                                           	       	50         	0.60 	0.01         	0.01              	0             	0.02            	
0x151a3f50 	CRasterBuffer::CalcVisibiltyOctant4                                                                                                                                                                                                                                 	       	46         	1.37 	0            	0                 	0             	0.01            	
0x151316d0 	CNavGridZ::Merge                                                                                                                                                                                                                                                    	       	46         	1.33 	0.02         	0                 	0             	0               	
0x151545b0 	CK2Model::GetAnim                                                                                                                                                                                                                                                   	       	41         	0.61 	0.01         	0                 	0             	0.10            	
0x15149130 	CWorld::GetTerrainHeight                                                                                                                                                                                                                                            	       	41         	0.17 	0.04         	0                 	0             	0.01            	
0x15040300 	IBuffer::ReadShort                                                                                                                                                                                                                                                  	       	41         	1.05 	0            	0                 	0.00          	0.00            	
0x151bf770 	FormatInt                                                                                                                                                                                                                                                           	       	40         	0.68 	0.01         	0                 	0             	0.03            	
0x15079940 	CNavigationGraph::AStarFromDst                                                                                                                                                                                                                                      	       	36         	1    	0.00         	0                 	0             	0.01            	
0x15032c10 	CWorldEntityList::GetEntity                                                                                                                                                                                                                                         	       	35         	0.43 	0.01         	0                 	0             	0.01            	
0x1526a100 	CClientConnection::ReadClientSnapshot                                                                                                                                                                                                                               	       	34         	0.76 	0.04         	0.01              	0             	0.02            	
0x1500b890 	IBuffer::Rewind                                                                                                                                                                                                                                                     	       	34         	0.12 	0            	0.03              	0             	0.08            	
0x1517f730 	CSocket::CheckOutOfSequencePacket                                                                                                                                                                                                                                   	       	33         	0.39 	0.08         	0.15              	0.05          	0               	
0x15132920 	CWorldTree::ResetWorkingTraceVars                                                                                                                                                                                                                                   	       	32         	0.69 	0            	0                 	0             	0               	
0x1520e570 	I_SphereBoundsIntersect                                                                                                                                                                                                                                             	       	31         	0.61 	0.01         	0                 	0             	0.02            	
0x1526a950 	CClientConnection::SendPackets                                                                                                                                                                                                                                      	       	30         	0.60 	0.05         	0.04              	0             	0.03            	
0x151bc9e0 	CHost::Frame                                                                                                                                                                                                                                                        	       	30         	0.10 	0.07         	0.07              	0             	0               	
0x151a8fe0 	CHostServer::UpdateStateStrings                                                                                                                                                                                                                                     	       	30         	0.70 	0.02         	0.01              	0             	0.01            	
0x15114d70 	_chkstk                                                                                                                                                                                                                                                             	       	30         	0.17 	0.20         	0.22              	0             	0.04            	
0x15334dd0 	_aullrem                                                                                                                                                                                                                                                            	       	25         	0.24 	0            	0                 	0             	0.02            	
0x15269190 	CClientConnection::WriteSnapshotFragments                                                                                                                                                                                                                           	       	25         	0.36 	0.08         	0.06              	0             	0               	
0x151f59f0 	CResourceManager::Get                                                                                                                                                                                                                                               	       	24         	1.21 	0.00         	0                 	0             	0               	
0x1513b0b0 	CWorldTree::TraceBox                                                                                                                                                                                                                                                	       	24         	0.67 	0.01         	0                 	0             	0.04            	
0x150404f0 	CRecyclePool<CEntitySnapshot>::Free                                                                                                                                                                                                                                 	       	24         	0.79 	0            	0                 	0             	0               	
0x150225b0 	CProfileNode::StartSample                                                                                                                                                                                                                                           	       	24         	0.50 	0.08         	0.03              	0             	0               	
0x15016020 	CAxis::Set                                                                                                                                                                                                                                                          	       	24         	0.21 	0            	0                 	0             	0               	
0x151a4920 	CRasterBuffer::DrawCircle                                                                                                                                                                                                                                           	       	23         	0.78 	0            	0                 	0             	0.01            	
0x15272230 	CPath::ClosestSegment2d                                                                                                                                                                                                                                             	       	22         	0.82 	0            	0                 	0             	0               	
0x151137d8 	memcpy                                                                                                                                                                                                                                                              	       	22         	1.68 	0            	0.00              	0             	0               	
0x1503efc0 	std::_Allocate<std::_Tree_nod<std::_Tset_traits<int,std::less<int>,std::allocator<int>,0> >::_Node>                                                                                                                                                                 	       	22         	0.86 	0            	0                 	0             	0.01            	
0x151fb160 	CProfileManager::EndSample                                                                                                                                                                                                                                          	       	21         	0.19 	0.20         	0.03              	0             	0.10            	
0x151bd180 	CHost::Execute                                                                                                                                                                                                                                                      	       	21         	0.19 	0.03         	0.03              	0             	0               	
0x15133970 	CWorldTree::FindBestFitNode                                                                                                                                                                                                                                         	       	21         	0.62 	0.01         	0                 	0             	0.04            	
0x1522ee50 	CConsole::Frame                                                                                                                                                                                                                                                     	       	20         	0.20 	0.08         	0.03              	0             	0.08            	
0x1520c440 	M_ClosestPointToSegment2d                                                                                                                                                                                                                                           	       	20         	0.75 	0            	0                 	0             	0               	
0x1500b6e0 	IBuffer::Clear                                                                                                                                                                                                                                                      	       	19         	1.53 	0.02         	0.02              	0             	0               	
0x15334c20 	_alldiv                                                                                                                                                                                                                                                             	       	18         	0.33 	0            	0.02              	0             	0.02            	
0x15021910 	std::_Lower_bound<std::_Vector_iterator<char const *,std::allocator<char const *> >,char const *,int>                                                                                                                                                               	       	18         	0.78 	0.01         	0.01              	0             	0.01            	
0x151832b0 	CNetDriver::ReceivePacket                                                                                                                                                                                                                                           	       	17         	0.18 	0            	0.03              	0             	0.03            	
0x15033030 	CPath::GetGoal                                                                                                                                                                                                                                                      	       	17         	0.06 	0            	0                 	0             	0.10            	
