CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x15133fc0 	CNavGridUnits::UpdateLinked                                                                                                                                                                                                                                         	       	3          	0    	0            	0                 	0             	0               	
0x1507cb00 	std::_Uninit_fill_n<CResultGate *,unsigned int,CResultGate,std::allocator<CResultGate> >                                                                                                                                                                            	       	3          	0    	0            	0                 	0             	0               	
0x150790b0 	LZC                                                                                                                                                                                                                                                                 	       	3          	3    	0            	0                 	0             	0.01            	
0x15066650 	CWorld::IsInBounds                                                                                                                                                                                                                                                  	       	3          	1    	0            	0                 	0             	0               	
0x15040e50 	CReferenceRecyclePool<CSnapshot>::CheckForResize                                                                                                                                                                                                                    	       	3          	0    	0            	0                 	0             	0               	
0x1503f660 	CEntitySnapshot::SetField                                                                                                                                                                                                                                           	       	3          	0    	0            	0                 	0             	0               	
0x1503f090 	CUpdater::GetInstance                                                                                                                                                                                                                                               	       	3          	0    	0            	0                 	0             	0               	
0x15033e00 	std::vector<SSceneLightEntry *,std::allocator<SSceneLightEntry *> >::clear                                                                                                                                                                                          	       	3          	0    	0            	0                 	0             	0               	
0x15022aa0 	CNetworkResourceManager::GetInstance                                                                                                                                                                                                                                	       	3          	0    	0            	0                 	0             	0               	
0x15331140 	CNavigationMap::AddBlocker                                                                                                                                                                                                                                          	       	2          	0    	0            	0                 	0             	0               	
0x1526d300 	CClientConnection::WriteClientPackets                                                                                                                                                                                                                               	       	2          	2.50 	0            	0                 	0             	0               	
0x15221890 	CFileHandle::IsOpen                                                                                                                                                                                                                                                 	       	2          	0    	0            	0                 	0             	0               	
0x15220ba0 	cURL_Frame                                                                                                                                                                                                                                                          	       	2          	0.50 	0            	0                 	0             	0               	
0x15211090 	I_MovingBoundsSurfaceIntersect                                                                                                                                                                                                                                      	       	2          	0    	0            	0                 	0             	0               	
0x1520d3b0 	M_GetAnglesFromForwardVec                                                                                                                                                                                                                                           	       	2          	0    	0            	0                 	0             	0               	
0x151d7710 	CNetStats::Frame                                                                                                                                                                                                                                                    	       	2          	0    	0            	0                 	0             	0               	
0x151d1540 	CSceneStats::Frame                                                                                                                                                                                                                                                  	       	2          	0.50 	0            	0.10              	0             	0               	
0x151cc250 	CSystem::GetModifiedFileList                                                                                                                                                                                                                                        	       	2          	1.50 	0            	0                 	0             	0               	
0x151a9750 	CHostServer::SendHeartbeat                                                                                                                                                                                                                                          	       	2          	0    	0            	0                 	0             	0               	
0x15183510 	CPacket::WriteByte                                                                                                                                                                                                                                                  	       	2          	0.50 	0            	0                 	0             	0               	
0x151341a0 	CNavGridUnits::AddBlocker                                                                                                                                                                                                                                           	       	2          	0    	0            	0                 	0             	0               	
0x15131650 	CNavigationGraph::ConstructPath                                                                                                                                                                                                                                     	       	2          	2.50 	0            	0                 	0             	0               	
0x15130bc0 	CNavigationGraph::ConstructTraveledPath                                                                                                                                                                                                                             	       	2          	0    	0            	0                 	0             	0               	
0x15114b5a 	CIsqrt                                                                                                                                                                                                                                                              	       	2          	0    	0            	0                 	0             	0               	
0x1511433a 	operator new                                                                                                                                                                                                                                                        	       	2          	0    	0            	0                 	0             	0               	
0x15079030 	POPCOUNT                                                                                                                                                                                                                                                            	       	2          	1.50 	0            	0                 	0             	0               	
0x15049290 	std::_Tree<std::_Tmap_traits<unsigned int,IWidget *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IWidget *> >,0> >::_Erase                                                                                                                  	       	2          	0    	0            	0                 	0             	0               	
0x15037110 	CPacket::operator<<                                                                                                                                                                                                                                                 	       	2          	0.50 	0            	0                 	0             	0               	
0x15037080 	CPacket::operator<<                                                                                                                                                                                                                                                 	       	2          	0    	0            	0                 	0             	0               	
0x150343b0 	CRecyclePool<CPath>::Free                                                                                                                                                                                                                                           	       	2          	0    	0            	0                 	0             	0               	
0x150166b0 	CVec3<float>::Length                                                                                                                                                                                                                                                	       	2          	0    	0            	0                 	0             	0               	
0x15330b90 	CNavigationMap::GetGrid                                                                                                                                                                                                                                             	       	1          	0    	0            	0                 	0             	0               	
0x15230420 	CConsole::ExecCmdBuffer                                                                                                                                                                                                                                             	       	1          	0    	0            	0                 	0             	0               	
0x151e51e0 	IBuffer::Reallocate                                                                                                                                                                                                                                                 	       	1          	0    	0            	0                 	0             	0               	
0x151b7900 	CSnapshot::GetByHandle                                                                                                                                                                                                                                              	       	1          	0    	0            	0                 	0             	0               	
0x151aa5c0 	CHostServer::SendGameStatus                                                                                                                                                                                                                                         	       	1          	0    	0            	0                 	0             	0               	
0x1514df30 	CWorld::TraceBox                                                                                                                                                                                                                                                    	       	1          	1    	0.10         	0                 	0             	0               	
0x1514a790 	CWorld::BlockPath                                                                                                                                                                                                                                                   	       	1          	0    	0            	0                 	0             	0               	
0x1514a770 	CWorld::UpdateNavigation                                                                                                                                                                                                                                            	       	1          	0    	0            	0                 	0             	0               	
0x1514a0c0 	CWorld::ClipRect                                                                                                                                                                                                                                                    	       	1          	3    	0.07         	0                 	0             	0               	
0x15134330 	CNavGridUnits::ClearBlocker                                                                                                                                                                                                                                         	       	1          	0    	0            	0                 	0             	0               	
0x15132530 	CNavigationGraph::OpenDstNode                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x15130a80 	CNavigationGraph::FindGate                                                                                                                                                                                                                                          	       	1          	3    	0            	0                 	0             	0               	
0x15114b54 	CIsin                                                                                                                                                                                                                                                               	       	1          	1    	0            	0                 	0             	0               	
0x15114a30 	_ftol2_sse                                                                                                                                                                                                                                                          	       	1          	0    	0            	0                 	0             	0               	
0x1511406e 	operator new[]                                                                                                                                                                                                                                                      	       	1          	1    	0            	0                 	0             	0               	
0x1507ed90 	CVec2<float>::Clip                                                                                                                                                                                                                                                  	       	1          	0    	0            	0                 	0             	0               	
0x1507ebf0 	CVec2<float>::IsValid                                                                                                                                                                                                                                               	       	1          	0    	0            	0                 	0             	0               	
0x1507d370 	CRecyclePool<CNavGridZ>::Free                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x1507c9f0 	CPriorityQueue<CSearchNode *,greaterDeref<CSearchNode *> >::Push                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x1507c0e0 	std::vector<CResultGate,std::allocator<CResultGate> >::push_back                                                                                                                                                                                                    	       	1          	3    	0            	0                 	0             	0.03            	
0x15079bf0 	CNavigationGraph::ResetForNextSearch                                                                                                                                                                                                                                	       	1          	0    	0            	0                 	0             	0               	
0x15079910 	CNavigationGraph::EstimateSource                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x150793a0 	CNavigationGraph::TileDistanceH                                                                                                                                                                                                                                     	       	1          	2    	0            	0                 	0             	0.05            	
0x15079230 	CSearchNode::ReverseDirection                                                                                                                                                                                                                                       	       	1          	3    	0            	0                 	0             	0               	
0x15078ff0 	CBlockPool::Free<unsigned int *>                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x1505e6d0 	std::_Tree<std::_Tmap_traits<unsigned char,CVoiceUser *,std::less<unsigned char>,std::allocator<std::pair<unsigned char const ,CVoiceUser *> >,0> >::_Buynode                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x1505cfb0 	std::_Tree<std::_Tmap_traits<int,int,std::less<int>,std::allocator<std::pair<int const ,int> >,0> >::_Insert                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x15041490 	CBufferBit::CBufferBit                                                                                                                                                                                                                                              	       	1          	0    	0            	0                 	0             	0               	
0x15041020 	CReferenceRecyclePool<CSnapshot>::GetAvailableHandle                                                                                                                                                                                                                	       	1          	0    	0            	0                 	0             	0               	
0x15040270 	CEntitySnapshot::WriteDiffField<short>                                                                                                                                                                                                                              	       	1          	1    	0            	0                 	0             	0               	
0x1503f110 	CBrowserManager::GetInstance                                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x150341d0 	std::vector<CResultGate,std::allocator<CResultGate> >::reserve                                                                                                                                                                                                      	       	1          	0    	0            	0                 	0             	0               	
0x15032fb0 	CResultGate::CResultGate                                                                                                                                                                                                                                            	       	1          	2    	0            	0                 	0             	0               	
0x1501baf0 	std::_Uninit_fill_n<COpCode *,unsigned int,COpCode,std::allocator<COpCode> >                                                                                                                                                                                        	       	1          	9    	0.01         	0                 	0             	0               	
0x150155f0 	M_PointOnLine                                                                                                                                                                                                                                                       	       	1          	1    	0            	0                 	0             	0               	
0x15014580 	std::vector<unsigned int,std::allocator<unsigned int> >::_Ufill                                                                                                                                                                                                     	       	1          	2    	0            	0                 	0             	0               	
0x15013320 	CVec3<float>::operator-                                                                                                                                                                                                                                             	       	1          	1    	0.10         	0                 	0             	0.10            	
0x1500ce50 	IWidget::GetParent                                                                                                                                                                                                                                                  	       	1          	0    	0            	0                 	0             	0               	
0x15331540 	CNavigationMap::PrepForSearch                                                                                                                                                                                                                                       	       	0          	0    	0            	0                 	0             	0               	
0x152741f0 	CPath::SealPath                                                                                                                                                                                                                                                     	       	0          	0    	0            	0                 	0             	0               	
0x1520bfd0 	M_Randnum                                                                                                                                                                                                                                                           	       	0          	0    	0            	0                 	0             	0               	
0x1520bd00 	M_DiffAngle                                                                                                                                                                                                                                                         	       	0          	0    	0            	0                 	0             	0               	
0x151fd150 	CProfileManager::StartSample                                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x15139260 	CWorldTree::IntersectMovingBoundsWithSurface                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x151335b0 	CNavGridZ::CopyFrom                                                                                                                                                                                                                                                 	       	0          	0    	0            	0                 	0             	0               	
0x15132880 	CNavigationGraph::BidirectionalAStar                                                                                                                                                                                                                                	       	0          	0    	0            	0                 	0             	0               	
0x15114b3c 	CIatan2                                                                                                                                                                                                                                                             	       	0          	0    	0            	0                 	0             	0               	
0x151149e8 	memset                                                                                                                                                                                                                                                              	       	0          	0    	0            	0                 	0             	0               	
0x1511425a 	operator delete                                                                                                                                                                                                                                                     	       	0          	0    	0            	0                 	0             	0               	
0x150794d0 	CNavigationGraph::SquaredDistance                                                                                                                                                                                                                                   	       	0          	0    	0            	0                 	0             	0               	
0x15079480 	CNavigationGraph::TileDistance                                                                                                                                                                                                                                      	       	0          	0    	0            	0                 	0             	0               	
0x15079410 	CNavigationGraph::TileDistanceV                                                                                                                                                                                                                                     	       	0          	0    	0            	0                 	0             	0               	
0x15078f80 	CBlockPool::NewShortTerm<unsigned int *>                                                                                                                                                                                                                            	       	0          	0    	0            	0                 	0             	0               	
0x15075ba0 	CBoundingBox<float>::CBoundingBox<float>                                                                                                                                                                                                                            	       	0          	0    	0            	0                 	0             	0               	
0x15057fe0 	CBufferFixed<8185>::operator=                                                                                                                                                                                                                                       	       	0          	0    	0            	0                 	0             	0               	
0x15041460 	CBufferBit::Clear                                                                                                                                                                                                                                                   	       	0          	0    	0            	0                 	0             	0               	
0x15034320 	CRecyclePool<CPath>::New                                                                                                                                                                                                                                            	       	0          	0    	0            	0                 	0             	0               	
0x15033470 	std::vector<unsigned int,std::allocator<unsigned int> >::operator=                                                                                                                                                                                                  	       	0          	0    	0            	0                 	0             	0               	
0x1501c510 	powf                                                                                                                                                                                                                                                                	       	0          	0    	0            	0                 	0             	0               	
0x15016680 	CPlane::CPlane                                                                                                                                                                                                                                                      	       	0          	0    	0            	0                 	0             	0               	
0x150153c0 	fabsf                                                                                                                                                                                                                                                               	       	0          	0    	0            	0                 	0             	0               	

272 functions, 5300 instructions, Total: 63561 samples, 100.00% of samples in the module, 45.40% of total session samples (13326 CPU clocks)

CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x23019ae0 	IUnitEntity::GetMaxHealth                                                                                                                                                                                                                                           	       	434        	1.08 	0.00         	0                 	0             	0.01            	
0x230d7290 	CVisibilityMap::AddVision                                                                                                                                                                                                                                           	       	432        	0.94 	0.00         	0                 	0             	0.00            	
0x230ca810 	IUnitEntity::ServerFrameCleanup                                                                                                                                                                                                                                     	       	419        	0.71 	0.02         	0.00              	0             	0.01            	
0x230c7d20 	IUnitEntity::UpdateModifiers                                                                                                                                                                                                                                        	       	410        	1.45 	0.00         	0                 	0             	0.01            	
0x230cd090 	IUnitEntity::ServerFrameSetup                                                                                                                                                                                                                                       	       	333        	0.74 	0.01         	0                 	0             	0.01            	
0x2300c120 	IUnitEntity::GetStashAccess                                                                                                                                                                                                                                         	       	210        	1.07 	0.01         	0                 	0             	0.00            	
0x23011420 	IUnitEntity::GetMaxMana                                                                                                                                                                                                                                             	       	203        	1.16 	0            	0                 	0             	0.01            	
0x230e8be0 	CBrain::FrameThink                                                                                                                                                                                                                                                  	       	183        	0.17 	0.02         	0.01              	0             	0.04            	
0x230e85b0 	CBrain::FrameAction                                                                                                                                                                                                                                                 	       	175        	0.25 	0.07         	0.01              	0             	0.01            	
0x23011760 	IUnitEntity::GetBaseMaxHealth                                                                                                                                                                                                                                       	       	167        	1.05 	0.01         	0                 	0.01          	0.01            	
0x23011550 	IUnitEntity::GetHealthRegen                                                                                                                                                                                                                                         	       	158        	0.69 	0            	0                 	0.00          	0.01            	
0x230bd110 	IVisualEntity::ServerFrameMovementEnd                                                                                                                                                                                                                               	       	147        	0.18 	0.15         	0.02              	0             	0.00            	
0x23011210 	IUnitEntity::GetManaRegen                                                                                                                                                                                                                                           	       	125        	1.11 	0            	0                 	0.00          	0.00            	
0x230e8640 	CBrain::FrameMovement                                                                                                                                                                                                                                               	       	120        	0.23 	0.13         	0.03              	0             	0.02            	
0x230eea40 	CLane::GetNextWaypoint                                                                                                                                                                                                                                              	       	111        	0.70 	0.00         	0                 	0             	0.01            	
0x230c1930 	IUnitEntity::GetSnapshot                                                                                                                                                                                                                                            	       	107        	0.93 	0.01         	0                 	0             	0.00            	
0x23011630 	IUnitEntity::GetHealthRegenMultiplier                                                                                                                                                                                                                               	       	107        	1.01 	0            	0                 	0             	0.00            	
0x230112f0 	IUnitEntity::GetManaRegenMultiplier                                                                                                                                                                                                                                 	       	97         	1.15 	0            	0                 	0             	0.01            	
0x230c4520 	IUnitEntity::ServerFrameMovement                                                                                                                                                                                                                                    	       	82         	0.22 	0.17         	0                 	0             	0.02            	
0x23010b30 	IUnitEntity::GetMoveSpeed                                                                                                                                                                                                                                           	       	82         	0.94 	0.01         	0                 	0             	0.00            	
0x230bf420 	IUnitEntity::GetStealthBits                                                                                                                                                                                                                                         	       	81         	1.48 	0.00         	0                 	0             	0.00            	
0x230e63f0 	IBehavior::GetMovement                                                                                                                                                                                                                                              	       	75         	0.37 	0.04         	0                 	0             	0.02            	
0x230ea2c0 	ICreepEntity::ServerFrameThink                                                                                                                                                                                                                                      	       	73         	0.29 	0.02         	0.00              	0             	0.00            	
0x23013d00 	std::_Tree<std::_Tmap_traits<unsigned short,IEntityAllocator *,std::less<unsigned short>,std::allocator<std::pair<unsigned short const ,IEntityAllocator *> >,0> >::find                                                                                            	       	66         	1.14 	0.00         	0.00              	0             	0.00            	
0x231224e9 	_ftol2_pentium4                                                                                                                                                                                                                                                     	       	64         	0.66 	0.01         	0                 	0             	0               	
0x23011b40 	IUnitEntity::GetLevel                                                                                                                                                                                                                                               	       	62         	0.45 	0.05         	0                 	0.00          	0.01            	
0x230e80b0 	CBrain::AttemptActionState                                                                                                                                                                                                                                          	       	58         	0.24 	0.09         	0.01              	0             	0.01            	
0x230dfbb0 	IEntityDefinition::GetModifiedDefinition                                                                                                                                                                                                                            	       	57         	1.04 	0            	0.00              	0             	0               	
0x23001400 	CTeamInfo::IsValid                                                                                                                                                                                                                                                  	       	57         	0.40 	0.02         	0.01              	0             	0.00            	
0x230e8520 	CBrain::FrameCleanup                                                                                                                                                                                                                                                	       	55         	0.29 	0.07         	0.02              	0             	0.01            	
