CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x23011d50 	IVisualEntity::GetScale                                                                                                                                                                                                                                             	       	1          	0    	0            	0                 	0             	0               	
0x23010f70 	IUnitDefinition::GetMagicArmorType                                                                                                                                                                                                                                  	       	1          	0    	0            	0                 	0             	0               	
0x23010d70 	IUnitEntity::GetInitialMoveSpeed                                                                                                                                                                                                                                    	       	1          	2    	0.05         	0                 	0             	0               	
0x23010690 	IUnitEntity::GetBaseLifeSteal                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x23010420 	IUnitEntity::GetAttackProjectile                                                                                                                                                                                                                                    	       	1          	1    	0            	0                 	0             	0               	
0x23010300 	IUnitDefinition::GetAttackEffectType                                                                                                                                                                                                                                	       	1          	0    	0            	0                 	0             	0               	
0x23010280 	IUnitEntity::GetAttackEffectType                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x23010090 	IUnitDefinition::GetAttackDuration                                                                                                                                                                                                                                  	       	1          	2    	0            	0                 	0             	0               	
0x23010010 	IUnitEntity::GetAttackDuration                                                                                                                                                                                                                                      	       	1          	0    	0            	0                 	0             	0               	
0x2300ff40 	IUnitEntity::GetAttackActionTime                                                                                                                                                                                                                                    	       	1          	2    	0.25         	0                 	0             	0               	
0x2300fef0 	IUnitDefinition::GetAggroRange                                                                                                                                                                                                                                      	       	1          	0    	0            	0                 	0             	0               	
0x2300fe60 	IUnitEntity::GetAggroRange                                                                                                                                                                                                                                          	       	1          	0    	0            	0                 	0             	0               	
0x2300fd80 	IUnitEntity::GetProximityRange                                                                                                                                                                                                                                      	       	1          	1    	0            	0                 	0             	0               	
0x2300fd70 	IUnitEntity::GetBaseMissChance                                                                                                                                                                                                                                      	       	1          	0    	0            	0                 	0             	0               	
0x2300fcf0 	IUnitEntity::GetEvasionRanged                                                                                                                                                                                                                                       	       	1          	1    	0            	0                 	0             	0               	
0x2300fc70 	IUnitEntity::GetEvasionMelee                                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x2300f740 	IUnitEntity::ClearBonusDamage                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x2300ee10 	IUnitDefinition::GetAttackOffset                                                                                                                                                                                                                                    	       	1          	0    	0            	0                 	0             	0               	
0x2300ed60 	IUnitEntity::GetAttackOffset                                                                                                                                                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x2300e730 	IUnitDefinition::GetAttackImpactEffect                                                                                                                                                                                                                              	       	1          	0    	0            	0                 	0             	0               	
0x2300e2b0 	IUnitEntity::GetCombatType                                                                                                                                                                                                                                          	       	1          	1    	0            	0                 	0             	0.10            	
0x2300daa0 	IGame::GetMatchTime                                                                                                                                                                                                                                                 	       	1          	0    	0            	0                 	0             	0               	
0x2300d9c0 	IUnitEntity::GetSightRange                                                                                                                                                                                                                                          	       	1          	0    	0            	0                 	0             	0               	
0x2300d8d0 	IUnitEntity::GetGoldBounty                                                                                                                                                                                                                                          	       	1          	0    	0            	0                 	0             	0               	
0x2300bfe0 	IUnitDefinition::GetRelayExperience                                                                                                                                                                                                                                 	       	1          	0    	0            	0                 	0             	0               	
0x230079f0 	XtoS                                                                                                                                                                                                                                                                	       	1          	0    	0            	0                 	0             	0               	
0x230f16d0 	CASAttacking::EndState                                                                                                                                                                                                                                              	       	0          	0    	0            	0                 	0             	0               	
0x230efeb0 	CCombatEvent::PostImpact                                                                                                                                                                                                                                            	       	0          	0    	0            	0                 	0             	0               	
0x230e83b0 	CBrain::Killed                                                                                                                                                                                                                                                      	       	0          	0    	0            	0                 	0             	0               	
0x230e4a90 	ISlaveEntity::GetPrivateClient                                                                                                                                                                                                                                      	       	0          	0    	0            	0                 	0             	0               	
0x230dfd60 	IEntityDefinition::ExecuteActionScript                                                                                                                                                                                                                              	       	0          	0    	0            	0                 	0             	0.10            	
0x230ce960 	IProjectile::UpdateModifiers                                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x230c9600 	IUnitEntity::UpdateInventory                                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x230c92e0 	IUnitEntity::ClearInventory                                                                                                                                                                                                                                         	       	0          	0    	0            	0                 	0             	0               	
0x230c8f30 	IUnitEntity::IUnitEntity                                                                                                                                                                                                                                            	       	0          	0    	0            	0                 	0             	0               	
0x230c8320 	IUnitEntity::GetCriticals                                                                                                                                                                                                                                           	       	0          	0    	0            	0                 	0             	0               	
0x230c7a80 	IUnitEntity::GetNextExclusiveAttackModSlot                                                                                                                                                                                                                          	       	0          	0    	0            	0                 	0             	0               	
0x230c1400 	IUnitEntity::CreateProjectile                                                                                                                                                                                                                                       	       	0          	0    	0            	0                 	0             	0               	
0x230bea30 	IVisualEntity::IVisualEntity                                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x230bbc90 	CRBAttackMove::ActionFrame                                                                                                                                                                                                                                          	       	0          	0    	0.05         	0                 	0             	0               	
0x230ba7f0 	CSBAttack::BeginBehavior                                                                                                                                                                                                                                            	       	0          	0    	0            	0                 	0             	0               	
0x2308cce0 	CEntityKongorController::ServerFrameThink                                                                                                                                                                                                                           	       	0          	0    	0            	0                 	0             	0               	
0x2308bbb3 	`eh vector destructor iterator'                                                                                                                                                                                                                                     	       	0          	0    	0            	0                 	0             	0               	
0x230885e0 	std::_Uninit_fill_n<std::pair<unsigned int,int> *,unsigned int,std::pair<unsigned int,int>,std::allocator<std::pair<unsigned int,int> > >                                                                                                                           	       	0          	0    	0            	0                 	0             	0               	
0x2303aa00 	CAuraDefinition::GetCondition                                                                                                                                                                                                                                       	       	0          	0    	0            	0                 	0             	0               	
0x2303a210 	std::deque<CGameEvent,std::allocator<CGameEvent> >::push_back                                                                                                                                                                                                       	       	0          	0    	0            	0                 	0             	0               	
0x23028720 	ISlaveEntity::GetImmobilized                                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x23028190 	ISlaveEntity::GetStealthType                                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x23027d00 	ISlaveDefinition::GetImmunityType                                                                                                                                                                                                                                   	       	0          	0    	0            	0                 	0             	0               	
0x23027900 	ISlaveEntity::GetUnitwalking                                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x2301c9d0 	IProjectile::GetUseExactLifetime                                                                                                                                                                                                                                    	       	0          	0    	0            	0                 	0             	0               	
0x2301c8d0 	IProjectile::GetCanTurn                                                                                                                                                                                                                                             	       	0          	0    	0            	0                 	0             	0               	
0x2301c8b0 	IProjectile::GetGravity                                                                                                                                                                                                                                             	       	0          	0    	0            	0                 	0             	0               	
0x2301c800 	IProjectile::GetOwner                                                                                                                                                                                                                                               	       	0          	0    	0            	0                 	0             	0               	
0x2301c670 	CProjectileDefinition::GetTouchRadius                                                                                                                                                                                                                               	       	0          	0    	0            	0                 	0             	0               	
0x230196d0 	IUnitEntity::GetCanRotate                                                                                                                                                                                                                                           	       	0          	0    	0            	0                 	0             	0.10            	
0x230176b0 	IGameEntity::GetDefinition<CLinearAffectorDefinition>                                                                                                                                                                                                               	       	0          	0    	0            	0                 	0             	0               	
0x23016120 	CDynamicEntityAllocator::Allocate                                                                                                                                                                                                                                   	       	0          	0    	0            	0                 	0             	0               	
0x23011d60 	IUnitEntity::GetBaseScale                                                                                                                                                                                                                                           	       	0          	0    	0.10         	0                 	0.10          	0               	
0x23011af0 	IUnitEntity::GetWalkAnim                                                                                                                                                                                                                                            	       	0          	0    	0            	0                 	0             	0               	
0x230111c0 	IUnitDefinition::GetArmorType                                                                                                                                                                                                                                       	       	0          	0    	0            	0                 	0             	0               	
0x23011110 	IUnitDefinition::GetArmorPerCharge                                                                                                                                                                                                                                  	       	0          	0    	0            	0                 	0             	0               	
0x23010fc0 	IUnitEntity::GetArmor                                                                                                                                                                                                                                               	       	0          	0    	0            	0                 	0             	0               	
0x23010630 	IUnitEntity::GetLifeSteal                                                                                                                                                                                                                                           	       	0          	0    	0            	0                 	0             	0               	
0x23010590 	IUnitEntity::GetIncomingDamageMultiplier                                                                                                                                                                                                                            	       	0          	0    	0            	0                 	0             	0               	
0x230104a0 	IUnitDefinition::GetAttackProjectile                                                                                                                                                                                                                                	       	0          	0    	0            	0                 	0             	0               	
0x23010160 	IUnitDefinition::GetAttackCooldown                                                                                                                                                                                                                                  	       	0          	0    	0            	0                 	0             	0               	
0x230100e0 	IUnitEntity::GetAttackCooldown                                                                                                                                                                                                                                      	       	0          	0    	0            	0                 	0             	0               	
0x2300fbf0 	IUnitEntity::GetMissChance                                                                                                                                                                                                                                          	       	0          	0    	0            	0                 	0             	0               	
0x2300f120 	IUnitEntity::GetAttackDamageMin                                                                                                                                                                                                                                     	       	0          	0    	0            	0                 	0             	0               	
0x2300f0d0 	IUnitDefinition::GetAttackDamageMaxPerCharge                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x2300f080 	IUnitDefinition::GetAttackDamageMax                                                                                                                                                                                                                                 	       	0          	0    	0            	0                 	0             	0               	
0x2300ec10 	IUnitEntity::GetTargetOffset                                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	
0x2300e6b0 	IUnitEntity::GetAttackImpactEffect                                                                                                                                                                                                                                  	       	0          	0    	0            	0                 	0             	0               	
0x2300e310 	IUnitDefinition::GetCombatType                                                                                                                                                                                                                                      	       	0          	0    	0            	0                 	0             	0               	
0x2300d020 	IUnitEntity::GetInventory3                                                                                                                                                                                                                                          	       	0          	0    	0            	0                 	0             	0               	
0x2300c600 	IUnitEntity::GetAdjustedAttackDuration                                                                                                                                                                                                                              	       	0          	0    	0            	0                 	0             	0               	
0x2300c570 	IUnitEntity::GetAdjustedAttackCooldown                                                                                                                                                                                                                              	       	0          	0    	0            	0                 	0             	0               	
0x2300c540 	IUnitEntity::GetInflictDamageMultiplier                                                                                                                                                                                                                             	       	0          	0    	0            	0                 	0             	0               	
0x2300c0b0 	IUnitDefinition::GetDieWithOwner                                                                                                                                                                                                                                    	       	0          	0    	0            	0                 	0             	0               	
0x2300c050 	IUnitEntity::GetDieWithOwner                                                                                                                                                                                                                                        	       	0          	0    	0            	0                 	0             	0               	

404 functions, 3715 instructions, Total: 32407 samples, 100.00% of samples in the module, 23.15% of total session samples  (7521 CPU clocks)

CS:EIP     	Symbol + Offset                                                                                                                                                                                                                                                     	64-bit 	CPU clocks 	IPC  	DC miss rate 	DTLB L1M L2M rate 	Misalign rate 	Mispredict rate 	
0x21022110 	CServerEntityDirectory::GetNewEntIndex                                                                                                                                                                                                                              	       	801        	0.13 	0.06         	0.02              	0             	0.02            	
0x210162c0 	CGameServer::UpdateVisibility                                                                                                                                                                                                                                       	       	589        	0.62 	0.01         	0.00              	0             	0.01            	
0x2100ac90 	std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::find                                                                                                            	       	563        	0.46 	0.01         	0.00              	0             	0.03            	
0x21023210 	CServerEntityDirectory::FrameAction                                                                                                                                                                                                                                 	       	300        	0.18 	0.08         	0.01              	0             	0.04            	
0x21023590 	CServerEntityDirectory::FrameThink                                                                                                                                                                                                                                  	       	255        	0.34 	0.03         	0.00              	0             	0.03            	
0x21023750 	CServerEntityDirectory::FrameSetup                                                                                                                                                                                                                                  	       	191        	0.32 	0.09         	0.03              	0             	0.05            	
0x21023050 	CServerEntityDirectory::FrameCleanup                                                                                                                                                                                                                                	       	188        	0.36 	0.07         	0.01              	0             	0.03            	
0x21023a70 	CServerEntityDirectory::GetSnapshot                                                                                                                                                                                                                                 	       	181        	0.45 	0.06         	0.01              	0             	0.02            	
0x210233d0 	CServerEntityDirectory::FrameMovement                                                                                                                                                                                                                               	       	126        	0.24 	0.17         	0.00              	0             	0.04            	
0x210220d0 	CServerEntityDirectory::GetEntity                                                                                                                                                                                                                                   	       	28         	0.50 	0.01         	0                 	0             	0               	
0x21023fb9 	_ftol2_pentium4                                                                                                                                                                                                                                                     	       	21         	1.05 	0            	0                 	0             	0               	
0x21003d40 	std::_Tree<std::_Tmap_traits<unsigned int,std::map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::less<std::basic_string<char,std::char_traits<char>,std::allocator 	       	10         	0.10 	0            	0                 	0             	0               	
0x21001df0 	CGameServer::GetInstance                                                                                                                                                                                                                                            	       	10         	0    	0            	0                 	0             	0               	
0x21002150 	CGameServer::GetVision                                                                                                                                                                                                                                              	       	8          	0.12 	0            	0                 	0             	0               	
0x2100ad30 	std::list<IUnitEntity *,std::allocator<IUnitEntity *> >::remove                                                                                                                                                                                                     	       	6          	0.17 	0.10         	0                 	0             	0               	
0x21023e10 	SV_SetGamePointer                                                                                                                                                                                                                                                   	       	5          	0    	0            	0                 	0             	0               	
0x21022090 	CServerEntityDirectory::GetEntityFromUniqueID                                                                                                                                                                                                                       	       	5          	0    	0            	0                 	0             	0               	
0x2100f820 	CGameServer::UnitKilled                                                                                                                                                                                                                                             	       	5          	0    	0            	0                 	0             	0               	
0x2100abc0 	std::map<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> > >::operator[]                                                                                                                             	       	5          	0.20 	0            	0                 	0             	0               	
0x2101efb0 	CGameServer::Frame                                                                                                                                                                                                                                                  	       	4          	0    	0            	0                 	0             	0               	
0x2100b460 	std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::_Insert                                                                                                         	       	4          	0    	0            	0                 	0             	0               	
0x21023fb0 	_ftol2_sse                                                                                                                                                                                                                                                          	       	3          	2    	0            	0                 	0             	0.02            	
0x21022470 	CServerEntityDirectory::AllocateDynamicEntity                                                                                                                                                                                                                       	       	3          	0.33 	0.10         	0                 	0             	0               	
0x2101e860 	CGameServer::ActiveFrame                                                                                                                                                                                                                                            	       	3          	0    	0            	0                 	0             	0               	
0x2100ab60 	CServerEntityDirectory::GetUnitList                                                                                                                                                                                                                                 	       	3          	0    	0            	0                 	0             	0               	
0x21002cb0 	std::_Tree<std::_Tmap_traits<int,CClientConnection *,std::less<int>,std::allocator<std::pair<int const ,CClientConnection *> >,0> >::erase                                                                                                                          	       	3          	0    	0            	0                 	0             	0               	
0x21001620 	std::_Tree<std::_Tmap_traits<int,CPlayer *,std::less<int>,std::allocator<std::pair<int const ,CPlayer *> >,0> >::find                                                                                                                                               	       	3          	0    	0            	0                 	0             	0               	
0x21022050 	CServerEntityDirectory::GetGameIndexFromUniqueID                                                                                                                                                                                                                    	       	2          	0    	0            	0                 	0             	0               	
0x21021f00 	CServerEntityDirectory::GetEntityFromName                                                                                                                                                                                                                           	       	2          	0    	0            	0                 	0             	0               	
0x2101bde0 	CGameServer::GetSnapshot                                                                                                                                                                                                                                            	       	2          	0.50 	0            	0                 	0             	0.10            	
0x2100bb20 	std::_Distance2<std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::iterator,unsigned int>                                                                          	       	2          	0    	0            	0                 	0             	0               	
0x21008710 	std::_Tree<std::_Tmap_traits<int,CPlayer *,std::less<int>,std::allocator<std::pair<int const ,CPlayer *> >,0> >::erase                                                                                                                                              	       	2          	0    	0            	0                 	0             	0               	
0x210028f0 	CRect<int>::operator CRect<unsigned int>                                                                                                                                                                                                                            	       	2          	0.50 	0            	0                 	0             	0               	
0x21022e10 	CServerEntityDirectory::Delete                                                                                                                                                                                                                                      	       	1          	0    	0            	0                 	0             	0               	
0x2100fb30 	CGameServer::GetServerTime                                                                                                                                                                                                                                          	       	1          	0    	0            	0                 	0             	0               	
0x2100f3d0 	CGameServer::UpdateNavigation                                                                                                                                                                                                                                       	       	1          	0    	0            	0                 	0             	0               	
0x2100ba00 	std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::_Buynode                                                                                                        	       	1          	0    	0            	0                 	0             	0               	
0x2100afc0 	std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::equal_range                                                                                                     	       	1          	1    	0            	0                 	0             	0               	
0x2100ae90 	std::_Tree<std::_Tmap_traits<unsigned int,IGameEntity *,std::less<unsigned int>,std::allocator<std::pair<unsigned int const ,IGameEntity *> >,0> >::insert                                                                                                          	       	1          	0    	0            	0                 	0             	0               	
0x21007310 	stdext::unchecked_copy<unsigned int *,unsigned int *>                                                                                                                                                                                                               	       	1          	0    	0            	0                 	0             	0               	
0x21006860 	std::_Distance2<std::_Tree<std::_Tmap_traits<unsigned int,std::map<std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::less<std::basic_string<char,std::char_traits<char 	       	1          	0    	0            	0                 	0             	0               	
